B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1194,1561,1663,2176,3026,3141,3543,2509,1420,0
1346,1721,2315,2640,2958,3070,3447,3962,2958,0
886,1132,1453,1673,1915,2037,2308,2647,2084,0
640,889,1111,1463,2065,2192,2220,2651,2154,0
7556,7202,7039,7515,7412,7120,7141,6089,5290,1
5224,5083,5376,6267,6296,6038,5975,5645,5928,1
5258,5155,5635,6061,6223,5686,6030,1041,888,3
335,387,558,1007,1368,1429,1523,1758,1271,0
8691,8254,9098,10150,9736,9108,9287,1047,1175,1
298,455,577,1144,1706,1728,1939,1912,1309,0
461,736,744,1319,2286,2448,2662,2502,1837,0
299,525,451,1128,2556,2915,3208,2010,1292,0
217,438,249,896,3107,3834,4169,1663,944,0
370,585,511,972,2172,2668,2936,1595,894,0
10481,8969,7709,7602,7202,6720,6509,2133,1983,1
398,559,760,1148,1636,1792,1834,1817,1164,0
838,1102,1501,1759,2184,2363,2473,3033,2427,0
1065,1357,1800,2068,2424,2604,2791,3534,2827,0
872,1151,1540,1740,2333,2568,2801,3123,2356,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
784,1026,1315,1554,2092,2315,2511,3030,2312,0
818,1049,1416,1593,2002,2158,2275,2863,2291,0
774,1024,1332,1569,2094,2212,2311,2758,2160,0
