B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
265,484,749,1091,1606,1734,1992,2144,1548,0
562,746,1042,1393,1825,1916,2300,2713,2129,0
485,620,890,1153,1419,1546,1739,2229,1698,0
584,811,1097,1297,1531,1540,1601,1908,1616,0
7488,7228,7123,7598,7453,7159,7174,6784,6259,1
179,436,552,937,1317,1357,1406,1314,927,0
0,143,408,818,1202,1201,1340,899,743,0
209,409,583,997,1422,1411,1489,1149,782,0
5341,5456,6022,6964,6871,6456,6486,888,982,1
357,572,671,1099,1698,1713,1893,1554,1111,0
658,1047,1127,1740,2750,2913,3119,2520,1865,0
349,698,647,1198,2612,2870,3063,1887,1268,0
248,452,339,745,2471,3153,3311,1405,727,0
385,544,424,754,2481,3392,3686,1345,669,0
278,502,426,816,2087,2622,2943,1197,611,0
343,597,720,1129,2006,2314,2566,1602,968,0
622,862,1154,1477,1819,1942,2123,2616,1785,0
765,1113,1601,1908,2183,2356,2738,3315,2187,0
859,1237,1627,1782,2066,2192,2279,2770,2308,0
469,610,641,682,841,855,882,712,498,0
1034,1447,1923,2046,2312,2399,2541,2994,2499,0
1063,1517,2002,2161,2385,2444,2682,3084,2585,0
1007,1507,1876,2127,2473,2556,2806,3040,2545,0
