B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
254,465,592,964,1342,1489,2004,1983,1409,0
802,1089,1564,1837,2070,2160,2494,3246,2450,0
820,1047,1403,1711,1880,1991,2244,3005,2285,0
485,617,829,993,1172,1252,1380,1633,1270,0
2072,1944,1980,2190,2273,2235,2260,1903,1821,1
241,419,618,1010,1314,1357,1469,1281,865,0
0,242,524,809,1106,1091,1155,809,649,0
140,316,528,861,1217,1262,1330,968,630,0
6566,6453,7116,8311,8018,7483,7484,930,1058,1
353,551,714,1140,1719,1791,1877,1621,1144,0
471,767,831,1404,2248,2417,2529,2179,1551,0
401,697,625,1076,2677,3131,3198,1903,1219,0
262,410,331,750,2494,3466,3577,1541,874,0
326,487,343,686,2496,3681,4021,1460,715,0
241,416,275,657,2302,3120,3530,1301,616,0
278,500,480,921,2126,2583,3027,1530,807,0
718,1075,1494,1923,2434,2687,3069,3627,2408,0
869,1204,1616,1739,2198,2479,2723,2712,2035,0
728,1042,1421,1662,2149,2376,2612,2722,2007,0
853,1106,1446,1684,2185,2473,2775,2856,2061,0
722,1018,1269,1580,2088,2322,2574,2741,2050,0
752,1045,1441,1639,1990,2120,2314,2626,2072,0
759,1024,1373,1626,1861,1958,2078,2560,2100,0
