B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
261,495,413,836,2215,2718,3295,1829,967,0
270,433,602,884,1540,1750,1820,1906,1208,0
4885,4281,3596,3924,4333,4332,4728,3725,3120,1
2535,2432,2335,2663,2830,2760,2806,1825,1649,1
741,1030,1344,1731,1990,2077,2217,2303,1892,0
372,647,842,1352,1767,1805,1878,1758,1463,0
6871,6815,7356,8309,8239,7509,7477,1162,1135,1
341,566,704,1137,1416,1410,1483,968,705,0
9329,8949,9609,10950,10462,9667,9384,937,1124,1
369,616,716,1152,1641,1638,1717,1444,1019,0
292,593,454,1058,2226,2376,2686,1489,987,0
389,776,660,1422,3078,3482,3688,2015,1342,0
289,471,308,864,2877,3753,4238,1502,805,0
5401,5557,5598,5622,6157,6125,6138,5791,4366,1
4643,4337,4036,4562,5287,5281,5471,2534,2287,1
275,501,529,1010,2412,2938,3197,1835,974,0
746,1105,1573,1779,2780,3160,3372,2978,1834,0
10492,7826,5251,6547,6982,7202,8535,5280,4510,1
874,1263,1749,1943,2794,3151,3424,3428,2186,0
848,1177,1569,1812,2634,2835,3017,2944,1923,0
794,1116,1436,1687,2533,2837,3071,2961,1870,0
664,923,1132,1322,1820,2012,1924,2021,1470,0
609,832,975,1287,1912,2064,2084,1916,1355,0
