B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
244,559,450,1198,2621,2918,3244,1602,914,0
494,796,903,1458,2345,2536,2623,1948,1344,0
664,871,984,1429,2158,2301,2442,1930,1229,0
639,956,1245,1461,1702,1797,1964,1997,1707,0
4295,3986,3895,4218,4228,4121,4235,3728,3108,1
263,384,531,896,1295,1354,1471,1138,760,0
4044,3899,4220,4956,5019,4559,4410,324,350,3
973,1073,1133,1685,2194,2219,2316,1999,1677,0
4599,4618,5214,6170,6295,5996,5902,924,989,1
313,560,641,1099,1740,1837,1917,1479,1018,0
325,588,526,1089,2521,2861,2997,1760,1101,0
285,590,443,926,2903,3589,3634,1650,937,0
493,466,380,977,3318,4406,4893,1794,981,0
293,501,292,811,2654,3573,4149,1301,621,0
426,765,632,1285,2670,3146,3809,1662,902,0
490,846,966,1544,2443,2775,3270,2122,1311,0
728,1050,1577,2070,2448,2606,3091,3647,2592,0
828,913,1009,1327,2185,2606,2838,1882,1232,0
758,1090,1490,1754,2112,2317,2489,2725,2094,0
856,1259,1763,2001,2163,2314,2495,2899,2269,0
816,1169,1599,1810,2055,2231,2353,2738,2190,0
785,1212,1600,1874,2231,2367,2582,2883,2313,0
729,1061,1265,1612,2248,2390,2483,2396,1836,0
