B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
374,681,593,1027,2443,2891,3387,1984,1174,0
3423,3261,3262,3734,4187,4038,4237,4490,3918,1
318,574,507,1028,2361,2844,2996,1891,1079,0
448,721,726,1310,2412,2600,2866,2274,1455,0
798,1009,1352,1897,2600,2709,2905,2681,2226,0
254,479,674,1009,1260,1326,1541,1531,1140,0
151,386,714,981,1286,1339,1587,1038,774,0
127,357,587,910,1113,1132,1341,1124,766,0
6770,6643,7385,8315,8104,7651,7652,936,999,1
334,557,770,1119,1458,1508,1595,1991,1586,0
641,992,1248,1713,2230,2335,2530,2823,2311,0
504,803,818,1283,2393,2665,2822,2269,1603,0
314,512,482,999,2430,2899,2988,1786,1101,0
405,640,559,1002,2454,3026,3391,1820,1084,0
320,581,490,926,2041,2411,2679,1545,850,0
471,756,886,1327,2256,2513,2832,2115,1351,0
741,932,1238,1379,1667,1808,2021,2144,1487,0
919,1292,1822,1956,2340,2528,2829,3338,2514,0
522,736,917,1146,1737,1932,2095,1945,1298,0
828,1119,1537,1782,2339,2648,2857,3307,2390,0
744,983,1196,1496,2264,2552,2712,2859,1986,0
667,958,1188,1532,2336,2533,2684,2787,1951,0
642,936,970,1465,2376,2541,2828,2601,1895,0
