B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
321,564,446,922,2642,3070,3268,1722,933,0
6181,5847,5692,6367,6554,6192,6286,4769,4400,1
396,644,601,1171,2703,3068,3076,1916,1106,0
914,1333,1913,2130,3154,3379,3591,3282,2337,0
7905,7276,7060,7372,6989,6659,6624,5415,4644,1
328,460,748,890,956,1015,1195,1814,1646,0
6044,5859,6151,6803,6683,6006,6068,622,668,3
207,304,597,763,804,879,1010,1420,1112,0
9424,8859,9647,10907,10435,9716,9598,1495,1545,1
2846,2678,3137,3677,3831,3589,3849,802,632,3
567,781,855,1473,2301,2445,2870,2827,2296,0
312,552,491,1039,2171,2515,2908,2120,1583,0
232,387,276,860,2422,3240,3812,1974,1372,0
316,471,369,811,2083,2688,3101,1704,1042,0
430,490,507,860,1955,2369,2537,1620,917,0
411,635,845,1162,2140,2497,2532,1889,1030,0
709,928,1319,1333,2171,2510,2450,2519,1897,0
5268,4697,4548,4908,5089,5153,5243,4437,3574,1
771,1069,1470,1615,2301,2553,2576,2895,2184,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
858,1124,1536,1727,2037,2234,2493,3059,2256,0
772,1030,1299,1584,2018,2149,2575,2890,2224,0
721,959,1130,1566,2141,2308,2666,2983,2298,0
