B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
200,445,310,742,2205,2784,3116,1472,800,0
253,482,368,905,2153,2610,3086,1635,960,0
3200,2876,2837,3302,3666,3705,3889,3325,2929,1
807,1068,1260,1694,2222,2284,2597,2255,1760,0
344,619,776,1062,1342,1374,1466,1403,1119,0
1962,2024,2058,2580,2917,2849,2893,2608,2177,1
6788,6617,6958,7674,7535,6806,6872,678,751,3
185,401,639,984,1160,1187,1333,1182,814,0
6956,6839,7581,8572,8350,7818,7814,909,1049,1
286,545,773,1135,1515,1535,1651,1608,1176,0
585,945,1048,1634,2443,2544,2651,2374,1805,0
352,701,687,1291,2606,3000,3300,2082,1565,0
180,341,297,769,2204,2992,3281,1365,848,0
385,590,461,1082,3005,4162,4705,1907,1125,0
290,531,347,899,2904,3689,4094,1487,727,0
128,204,132,407,1458,1807,1661,622,308,0
516,736,995,1228,2389,2734,2579,1904,1127,0
12000,12000,12000,12000,12000,11985,11719,6708,4965,1
928,1333,1788,1950,3242,3729,3894,3174,1975,0
847,1245,1770,1980,2732,3036,3213,3153,2071,0
548,766,1034,1381,2288,2684,2882,2963,1801,0
674,1039,1317,1460,2172,2352,2561,2608,1759,0
595,1035,899,1502,2518,2667,3020,2117,1414,0
