B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
380,673,558,1103,2163,2308,2482,1994,1298,0
1457,1727,1330,2294,3985,4127,4255,2602,1616,1
399,778,508,1330,3102,3301,3364,2167,1160,0
281,657,315,1190,3307,3553,3879,2054,1057,0
10268,9343,8953,9386,8854,8417,8310,5865,4378,1
126,207,372,600,684,818,864,1377,1030,0
2846,2666,2957,3281,3388,3099,3260,693,587,3
140,174,384,611,739,780,858,1183,819,0
4387,4063,4460,5156,5063,4857,4836,2962,2680,1
468,544,698,1208,1360,1346,1348,1123,815,0
604,788,1042,1423,1756,1864,2141,3039,2526,0
362,592,559,989,1963,2137,2375,2071,1444,0
250,405,313,764,2331,2853,3090,1649,914,0
264,423,300,654,2375,3267,3685,1361,661,0
164,255,185,460,1362,1786,2068,823,439,0
261,432,457,901,1884,2261,2722,1668,963,0
618,899,1400,1778,2260,2501,2928,3618,2433,0
279,310,393,438,500,579,648,689,560,2
691,914,1306,1456,1888,2134,2367,2844,2111,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
642,839,1170,1305,1712,1899,2150,2657,2011,0
491,631,890,1037,1369,1516,1632,2262,1795,0
526,669,907,1083,1406,1556,1722,2198,1802,0
