B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
541,830,1195,1586,2041,2148,2707,2638,1937,0
676,975,1332,1497,1656,1679,1942,2128,1603,0
8985,8694,8809,9517,9281,8906,9122,7684,7100,1
933,1116,1348,1470,2033,2001,2196,2078,1716,0
6264,5638,5326,5951,5870,5589,5571,2528,2663,1
278,546,712,1103,1400,1425,1422,1260,887,0
0,253,687,1121,1520,1493,1689,1338,1046,0
277,628,902,1304,1648,1637,1793,1407,976,0
8414,8159,8773,9814,9411,8709,8637,810,906,3
406,701,828,1341,2096,2174,2350,1783,1209,0
433,759,712,1383,2769,2953,3213,2048,1292,0
240,520,424,1130,2780,3288,3627,1829,1191,0
264,516,336,870,2855,3696,3756,1508,811,0
387,553,390,926,2611,3311,3573,1697,918,0
227,405,396,738,1888,2358,2422,1395,694,0
218,403,469,787,1605,2054,1906,1524,828,0
988,1381,1883,1889,2441,2700,2789,2873,2173,0
682,1002,1367,1553,2048,2175,2299,2331,1676,0
710,1034,1471,1492,2076,2375,2250,2376,1786,0
798,1190,1664,1816,2298,2549,2868,2757,2023,0
832,1200,1626,1713,2331,2646,2844,2699,1946,0
781,1164,1468,1719,2352,2559,2840,2696,1934,0
464,836,637,1293,2839,2940,3231,1996,1101,0
