B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
271,548,581,1073,1791,1999,2648,1921,1212,0
3036,3133,3543,4003,4579,4513,4777,4326,4030,1
315,485,557,1030,1676,1845,1910,1837,1200,0
442,663,837,1121,1542,1598,1635,1768,1333,0
528,836,1024,1409,1871,1996,2122,2092,1603,0
238,598,698,1129,1601,1596,1899,1442,976,0
0,89,420,780,1149,1182,1432,874,635,0
89,389,609,1034,1321,1375,1664,1001,591,0
7484,7341,8052,9171,8825,8311,8178,946,1048,1
315,595,795,1227,1655,1712,1975,1721,1160,0
673,1004,1244,1699,2325,2418,2534,2619,1990,0
414,734,740,1426,2506,2687,3055,2377,1683,0
300,539,446,1087,2427,2821,2926,1828,1093,0
307,534,453,1015,2326,2815,3019,1795,1083,0
279,504,460,949,1954,2255,2559,1638,934,0
346,581,677,1296,2085,2332,2565,2234,1450,0
727,1053,1444,1811,2286,2403,2792,3043,2261,0
659,1030,1310,1658,2142,2305,2524,2754,2041,0
649,934,1259,1557,2086,2305,2521,2684,1943,0
1054,864,714,879,1403,1599,1697,1045,659,0
723,1004,1385,1595,2121,2314,2536,2819,2040,0
588,953,1153,1529,2215,2390,2667,2680,1922,0
516,796,809,1435,2472,2634,2961,2442,1606,0
