B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
227,406,665,742,1092,1317,1745,1638,1102,0
187,265,398,760,1484,1820,1872,1238,1080,0
212,247,278,696,1363,1578,1440,1365,800,0
248,342,456,869,1157,1223,1116,1365,1076,0
328,432,493,952,1195,1367,1195,1410,989,0
0,89,104,241,400,400,362,528,339,0
2846,2360,2200,2637,2591,2316,2053,283,331,3
193,159,140,314,411,423,340,233,164,0
3870,3569,3692,4258,4156,3847,3908,616,622,3
1104,1292,1550,1564,1837,1860,2057,1227,866,0
355,627,757,1254,1696,1743,1814,2224,1748,0
505,848,861,1119,2526,2937,3449,2021,1345,0
208,383,282,725,2324,2965,3171,1313,655,0
161,199,165,307,863,1124,1112,416,245,2
251,391,265,691,2293,2975,3012,1256,584,0
273,505,454,852,2237,2791,3430,1467,747,0
207,273,356,399,696,823,856,606,382,2
374,593,712,1070,1971,2439,2505,2019,1351,0
688,1023,1342,1446,2147,2317,2643,2387,1676,0
660,949,1272,1586,2275,2671,3055,2681,1870,0
847,1239,1614,1723,2389,2580,3052,2950,2307,0
720,1060,1140,1376,2406,2829,3165,2519,1735,0
492,822,675,1090,2644,2846,3169,1951,1145,0
