B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
752,1160,1453,1750,2124,2179,2409,2722,2225,0
4912,4383,4175,4425,4623,4399,4829,4414,3863,1
727,1062,1211,1649,2553,2736,2710,2482,1879,0
470,722,756,1225,2865,3215,3488,1884,1337,0
526,779,736,1335,3406,3929,4208,2069,1505,0
709,998,981,1865,4050,4429,5070,2842,2273,0
89,381,505,1362,3672,3931,4476,1628,1060,0
113,267,197,705,2264,2438,2722,602,340,0
2560,2552,2821,3241,4567,4568,5101,1549,1195,0
477,783,707,1536,3246,3367,4093,1768,1026,0
430,727,629,1324,3526,3939,3986,1969,1166,0
269,499,274,834,3852,4911,5404,1395,631,0
280,588,336,927,3756,4935,5287,1449,665,0
318,529,344,832,2563,3321,3665,1155,564,0
315,596,429,1006,2226,2732,3192,1284,621,0
550,877,1241,1530,2097,2391,2892,2136,1257,0
698,1028,1135,1802,2798,2989,3398,3464,2364,0
3984,4113,4238,4588,5038,5109,5500,4721,4049,1
744,1054,1459,1706,2101,2319,2594,3155,2358,0
358,398,450,528,659,731,827,710,441,2
906,1200,1556,1800,2201,2395,2685,3366,2503,0
858,1186,1498,1782,2421,2555,2851,3239,2423,0
982,1256,1504,2027,2733,2942,3242,3222,2439,0
