B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1158,1696,1992,2647,3249,3296,3556,3963,3294,0
2368,2115,1924,2269,2719,2700,2718,2447,1945,1
904,1396,1437,2463,3527,3579,3893,3414,2561,0
611,983,814,1662,3807,4041,4554,2566,1803,0
537,880,786,1749,4257,4658,5167,2675,1790,0
253,491,303,1152,4497,5106,5519,1695,813,0
5353,5091,5264,6391,7123,6571,6374,496,457,3
2210,2291,2718,3571,4378,4389,4658,3871,4120,0
8183,7871,8548,9697,9394,8698,8565,1015,1123,1
509,851,845,1784,3752,3888,4218,1604,856,0
449,753,608,1336,4117,4721,5091,1988,1094,0
311,566,382,901,3738,4692,5142,1428,687,0
295,583,371,903,3555,4510,5009,1230,561,0
487,772,451,1078,3112,3802,4251,1179,542,0
396,736,581,1162,2330,2702,3069,1395,697,0
517,792,1148,1427,2040,2287,2688,2165,1252,0
1081,1408,1934,2268,2583,2671,2991,3943,3297,0
1058,1524,1948,2424,2940,3125,3444,4057,3218,0
784,1200,1224,1996,3247,3500,3896,3430,2412,0
626,1064,744,1870,4039,4542,5026,3128,1937,0
1107,1478,1983,2316,2659,2819,3063,4169,3494,0
1154,1604,2163,2469,2944,3090,3342,4261,3488,0
1116,1499,1845,2313,3099,3204,3500,3831,3168,0
