B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
833,1248,1493,1822,2203,2283,2431,2846,2102,0
5349,5030,4881,5311,5755,5644,5777,5029,4532,1
964,1403,1579,2155,2727,2810,2972,3109,2182,0
827,1242,1227,1790,3202,3366,3655,2589,1719,0
621,940,857,1557,3342,3631,3812,2065,1281,0
334,652,423,1412,5166,5765,6240,1894,903,0
8041,7766,8137,9032,9013,8232,8148,593,674,3
1335,1555,1233,2638,6025,6377,6506,1487,830,1
10144,9839,10732,11729,11313,10616,10616,1135,1366,1
3238,3471,3573,4586,5827,5605,5802,1058,701,3
537,850,811,1650,3695,4041,4328,2267,1308,0
393,684,433,1183,4168,4955,5325,1756,868,0
328,749,462,1223,4391,5307,5674,1396,626,0
421,721,406,1140,3383,4029,4309,1130,517,0
428,794,464,1281,3387,3980,4377,1222,570,0
399,803,572,1534,3104,3512,4085,1398,686,0
540,778,1091,1528,2210,2473,2980,2447,1500,0
792,1182,1355,2054,2903,3203,3697,3330,2024,0
703,1044,1434,1827,2424,2746,3161,3103,2043,0
1079,1462,1883,2430,3173,3429,3739,3946,2638,0
719,1040,1183,1763,2843,3153,3521,3202,2036,0
588,953,881,1610,2851,3136,3519,2786,1699,0
751,997,1294,1638,2152,2388,2785,3610,2694,0
