B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
961,1346,1746,2100,2375,2386,2599,2983,2489,0
605,901,1102,1464,2189,2265,2310,2182,1472,0
525,840,786,1355,2326,2483,2469,1893,1138,0
459,787,557,1226,3638,3959,4315,1883,991,0
372,640,431,1061,3627,4106,4453,1550,735,0
252,493,300,1207,4844,5476,5913,1637,724,0
0,271,322,1188,4186,4388,4875,1486,845,0
251,479,400,1293,4140,4466,4874,1232,583,0
8742,8351,9188,9997,9562,8815,8947,1029,1142,1
356,594,649,1366,3066,3204,3610,1581,867,0
382,609,474,1157,3516,4029,4376,1704,877,0
365,727,533,1092,4020,4972,5274,1558,748,0
366,658,405,1056,3919,4880,5193,1389,628,0
427,783,425,1172,3424,3982,4406,1247,551,0
402,836,582,1326,2700,3036,3454,1476,708,0
493,807,1143,1420,2132,2368,2788,2320,1359,0
628,995,998,1600,2897,3119,3366,2922,1877,0
683,1016,1193,1652,2636,2983,3245,3213,2112,0
550,891,966,1444,2576,2821,3162,2877,1883,0
973,1357,1734,1838,2438,2695,2795,2942,2169,0
987,1313,1685,1753,2258,2386,2573,2841,2248,0
1024,1371,1764,1884,2300,2436,2658,2970,2420,0
942,1293,1510,1900,2526,2600,2864,2880,2291,0
