B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
417,799,673,1327,2700,2813,3147,2263,1403,0
527,975,510,1597,4992,5331,5930,2390,1121,0
415,764,411,1271,4336,4873,5292,1985,910,0
337,634,348,1040,4268,4946,5434,1870,855,0
4879,5008,5075,5920,7019,7144,7322,6194,5468,1
309,636,348,1430,4761,5209,5934,2012,1049,0
0,355,326,1270,3686,3883,4337,1221,725,0
286,666,374,1548,4450,4696,5234,1306,657,0
2908,2994,3251,4751,5777,5670,5691,1104,840,3
566,830,1121,1809,2804,2896,3555,2458,1594,0
414,703,731,1352,2704,2969,3266,2102,1261,0
322,567,402,954,3619,4382,4783,1823,930,0
420,978,745,1364,4223,5162,5497,1538,749,0
428,766,428,1150,3333,3920,4341,1186,557,0
362,769,535,1266,2485,2802,3221,1369,683,0
539,870,1186,1585,2252,2527,2994,2294,1318,0
5828,5465,5828,6498,6824,6655,6908,6158,5394,1
469,790,523,1299,3458,4028,4546,2522,1362,0
316,626,410,1012,3326,4012,4636,2104,1031,0
1973,1906,1815,2387,3945,4446,4964,3244,1928,1
627,926,1098,1637,2439,2731,3322,3242,1992,0
796,1054,1531,1836,2222,2460,3026,3882,2784,0
734,1001,1425,1582,1955,2078,2259,2949,2320,0
