B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
547,875,1215,1362,1658,1750,1915,2141,1783,0
188,179,221,285,369,397,443,318,219,2
536,836,969,1355,1876,1960,2075,1993,1437,0
361,683,547,1082,2601,2756,2986,1581,937,0
1535,1788,1632,2388,4084,4281,4418,2674,2055,1
0,21,0,123,658,676,627,134,47,0
217,562,588,1490,4028,4177,4586,1192,711,0
274,573,386,1479,4494,4733,5025,1054,491,0
4895,4936,5445,6531,6916,6623,6727,1048,942,1
426,774,901,1707,3126,3215,3658,2006,1199,0
410,708,570,1314,3591,3911,4158,1839,1033,0
347,630,462,1027,4011,4855,5326,1750,893,0
411,896,681,1336,3967,4731,5065,1591,866,0
460,788,447,1202,3599,4266,4615,1219,552,0
366,806,446,1291,2892,3268,3837,1242,572,0
532,949,1089,1650,2330,2644,3237,1949,1086,0
629,990,941,1625,2954,3168,3522,2969,1931,0
670,1005,1364,1639,1903,2068,2188,2788,2206,0
681,987,1357,1470,1917,2172,2335,2622,1981,0
1009,1315,1679,1799,1973,2136,2327,2686,1926,0
822,1111,1516,1602,1917,2158,2338,2933,2234,0
842,1182,1624,1812,2133,2264,2441,3176,2565,0
848,1155,1506,1782,2164,2257,2387,3063,2543,0
