B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
671,1001,1314,1462,2359,2627,2829,2370,1746,0
1209,1415,1584,2012,2927,3035,3349,2667,1883,0
769,1172,1205,1870,2903,3095,3342,2617,1839,0
534,939,691,1376,3761,4142,4293,2058,1145,0
9038,8200,7715,7972,7730,7360,7296,5857,4939,1
401,669,498,1459,4231,4568,4999,2157,1182,0
2426,2524,2402,3035,4640,4669,5337,1391,986,1
102,112,73,291,784,739,783,203,132,2
5700,5298,5749,6431,6339,5996,5903,1833,1722,1
936,1240,1219,2450,4010,4049,4302,1346,904,0
396,692,474,1317,4316,4952,5083,1748,909,0
397,797,558,1187,3622,4351,5020,1586,839,0
344,661,388,1151,3953,4692,4889,1362,628,0
485,819,502,1270,3182,3724,3980,1354,650,0
503,865,725,1444,2533,2915,3411,1534,816,0
540,787,1066,1340,2110,2433,2807,2194,1282,0
496,778,720,1255,2631,2986,3295,2430,1403,0
504,884,618,1622,3394,3776,4096,2458,1360,0
473,874,583,1247,3293,3838,4183,2157,1083,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
859,1136,1620,1591,2125,2401,2592,2745,2014,0
863,1153,1576,1585,2107,2340,2519,2683,2092,0
733,970,1301,1390,1980,2131,2332,2481,1937,0
