B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
565,820,1059,1298,1501,1544,1561,1888,1525,0
927,1244,1488,1741,2103,2150,2084,2393,1863,0
791,1133,1281,1632,2032,2115,2108,2336,1824,0
885,1271,1373,1781,2869,3041,3130,2431,1827,0
695,1110,1099,1598,3328,3522,3623,2188,1479,0
312,597,364,1158,4284,4778,4631,1584,789,0
8175,7969,8376,8767,8643,7833,8076,580,709,3
3578,3585,3582,4353,6229,6272,6460,980,771,3
9586,9195,9956,10843,10443,9788,9644,1000,1219,1
8114,7816,8228,9077,9579,8835,8918,616,641,3
548,853,831,1490,3554,3926,4250,1968,1172,0
305,532,335,888,4203,5209,5433,1517,705,0
402,1092,879,1560,4623,5718,6042,1507,731,0
433,700,388,1080,3658,4467,4800,1083,489,0
391,736,363,1116,3380,4014,4305,1011,450,0
409,851,530,1437,3110,3534,3905,1209,575,0
1255,1743,2474,2875,3406,3672,4425,4373,2779,0
1126,1498,2037,2352,2677,2886,3271,3885,2831,0
704,996,1214,1532,2298,2536,2838,2603,1709,0
11376,10506,10089,10376,9614,8893,8576,5944,4360,1
952,1339,1732,1881,2244,2420,2521,3027,2453,0
1001,1395,1728,2028,2661,2802,2982,3043,2374,0
891,1265,1450,1859,2740,2861,3007,2734,2146,0
