B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
588,863,1225,1457,1632,1684,1797,2265,1848,0
1574,1624,1652,2092,2707,2764,3170,2896,2127,1
650,1000,1138,1579,2142,2216,2373,2268,1679,0
436,733,586,1178,3272,3480,3817,1714,921,0
4809,4734,4704,5149,5364,5248,5293,4349,3778,1
310,645,363,1322,5271,5811,6230,1606,733,0
0,210,258,1004,3705,3922,4254,992,544,0
244,561,381,1471,4884,5261,5544,1126,499,0
4844,4812,5178,6421,7124,6829,7092,948,870,3
575,846,1036,1844,3317,3455,4143,2315,1402,0
437,742,680,1450,3817,4235,4566,1888,1045,0
323,552,377,964,4153,5119,5699,1731,865,0
487,1287,1084,1786,4559,5492,5854,1630,862,0
400,751,428,1115,3630,4346,4819,1100,534,0
357,778,428,1282,2929,3346,3806,1144,527,0
527,845,1201,1698,2163,2382,2950,2339,1358,0
210,258,251,323,499,553,546,396,272,2
1026,1357,1578,2127,3104,3400,3779,3304,2299,0
670,1052,1145,1651,2960,3289,3681,3028,1901,0
706,1176,1007,1878,4066,4564,4932,3141,1654,0
880,1171,1495,1972,2660,2932,3353,3651,2445,0
1028,1308,1828,2083,2460,2658,3071,4210,3219,0
3352,3732,3965,4413,4939,4864,5072,5348,3885,1
