B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
434,679,976,1307,1597,1707,2020,2205,1639,0
1234,1381,1466,1881,2544,2631,2906,2753,1938,0
579,892,983,1385,1931,2062,2255,2105,1509,0
457,739,698,1163,2760,2978,3243,1775,1112,0
4946,4960,5024,5684,6085,5995,6020,5390,4599,1
273,622,462,1283,3931,4308,4611,1591,895,0
0,181,266,898,2706,2856,3173,992,641,0
285,539,439,1380,3991,4056,4704,1144,599,0
5512,5351,5940,6750,7038,6750,7016,861,829,3
502,753,922,1511,2580,2601,3052,2051,1358,0
456,728,684,1432,3611,3972,4527,2008,1209,0
327,560,448,958,3453,4188,4499,1811,998,0
463,1234,1009,1506,4134,4940,5458,1562,788,0
378,747,384,1034,3421,4166,4542,1124,516,0
359,818,458,1197,2800,3238,3720,1215,565,0
526,851,1198,1548,2156,2447,2959,2085,1192,0
668,1034,1118,1994,3037,3226,3672,3567,2305,0
290,404,432,621,919,1022,1063,858,568,0
634,967,1069,1628,2659,2887,3414,2938,1985,0
701,1158,962,1953,3835,4247,4961,3289,1940,0
907,1215,1532,1997,2555,2737,3291,3650,2576,0
948,1259,1755,2030,2313,2459,2871,3906,3059,0
888,1165,1589,1863,2117,2189,2477,3461,2876,0
