B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1187,1737,2240,2806,3059,3046,3272,4217,3810,0
5800,5560,5308,5851,6051,5804,5954,4965,4604,1
1643,2009,2202,2802,3573,3729,3925,3372,2436,0
697,1027,990,1672,3619,3853,4011,2400,1640,0
498,904,837,1567,4076,4494,4590,2182,1358,0
210,483,276,1105,4736,5238,5276,1454,626,0
5779,5514,5718,6617,7338,6706,6595,530,487,3
887,1020,1155,1795,2811,2866,2953,2274,2152,0
8363,7981,8716,9990,9712,9034,8677,1160,1278,1
724,948,1002,2007,4252,4391,4428,1226,581,0
424,635,460,1168,4480,5190,5316,1547,689,0
279,591,351,942,4467,5606,5859,1346,540,0
302,581,331,1008,4106,5097,5350,1095,466,0
370,712,400,1131,3287,3839,4272,981,439,0
315,656,414,1128,2579,2927,3393,1009,466,0
337,667,614,1282,2184,2413,2889,1340,750,0
827,1200,1408,1994,2676,2860,3439,3280,2129,0
1058,1462,2019,2462,2746,2950,3386,3987,2859,0
1229,1618,2207,2470,2731,2867,3172,3998,3388,0
1230,1662,2233,2571,2707,2839,3121,4028,3453,0
1146,1542,2049,2339,2617,2725,3014,3989,3464,0
1008,1324,1835,2072,2218,2288,2544,3481,3208,0
1296,1708,2316,2732,2958,3015,3270,4366,3868,0
