B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1143,1743,2310,2737,3127,3129,3398,3906,3449,0
7516,6950,6651,7143,7431,7083,7443,6044,5446,1
712,1161,1113,1992,3520,3730,4053,2746,1977,0
363,564,518,1067,3348,3896,4581,1831,1196,0
458,686,569,1260,4218,5043,5654,2050,1229,0
252,566,325,1155,4981,5675,6525,1627,830,0
5164,5108,5239,6549,7609,7052,6821,615,542,3
630,915,803,1837,4909,5317,5864,2045,1417,0
9309,8912,9719,10882,10528,9728,9627,1229,1368,1
982,1444,1252,2511,5034,5219,5801,1325,697,0
444,712,480,1324,4973,5932,6324,1902,945,0
290,516,322,848,4287,5598,6107,1477,654,0
321,744,548,1169,4237,5409,5750,1388,672,0
1611,1488,1213,1567,3450,4169,4538,1483,638,1
299,633,401,1034,2577,3069,3394,1062,492,0
452,836,957,1454,2161,2475,2965,1692,955,0
761,1180,1386,2000,2962,3114,3282,3160,2287,0
513,1025,724,1710,3903,4183,4575,2529,1447,0
856,1272,1797,1946,2204,2345,2568,3120,2559,0
973,1407,1975,2190,2341,2484,2763,3293,2752,0
1128,1586,2210,2444,2674,2823,3119,3918,3321,0
1175,1710,2350,2660,2970,3065,3332,3971,3380,0
972,1473,1792,2374,3189,3262,3559,3506,2826,0
