B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
370,798,540,1426,2958,3163,3658,1732,1002,0
467,862,704,1490,2775,2973,3289,1845,1104,0
1820,2182,2254,2895,3656,3830,3986,3179,2290,1
4502,3834,3583,4205,4640,4470,4675,2568,2439,1
360,678,522,1298,3406,3925,4408,1871,1237,0
252,630,396,1344,3774,4098,4385,1478,768,0
4968,4926,5210,6180,6978,6488,6502,1053,975,1
253,598,428,1426,3536,3733,3864,1087,552,0
9246,8861,9431,10597,10097,9323,9179,982,1179,1
338,671,745,1455,2557,2661,2962,1853,1101,0
339,644,483,1215,3185,3479,3855,1636,881,0
311,634,369,1043,3446,3991,4350,1463,683,0
445,913,675,1183,3553,4346,4829,1320,635,0
453,783,466,1224,3273,3918,4346,1350,614,0
617,1059,905,1794,3155,3631,4382,2052,1119,0
478,781,1026,1556,2220,2580,3229,2488,1419,0
758,1134,1352,1897,2649,2814,3084,2984,2132,0
737,1083,1094,1670,2766,2975,3247,2593,1722,0
530,917,663,1480,3308,3675,3917,2364,1235,0
441,893,495,1439,3724,4092,4479,2035,946,0
496,852,517,1405,3673,4197,4471,2014,904,0
399,779,487,1362,3543,4024,4418,1996,919,0
404,735,453,1270,3279,3663,4127,1805,849,0
