B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
940,1344,1790,2492,2911,2940,2779,3586,3074,0
1247,1710,2062,2722,3844,3879,4192,3807,2906,0
869,1370,1390,2103,3273,3402,3638,3047,2293,0
564,891,722,1393,3488,3681,4014,2150,1366,0
674,1033,964,1653,3727,4135,4203,2449,1549,0
498,906,727,1489,4108,4335,3970,1993,1096,0
5102,5058,5096,6549,7149,6709,5936,585,549,3
1858,1949,2111,3085,4483,4582,4647,3587,3579,0
8903,8603,9268,10723,10244,9541,9204,1255,1375,1
744,1013,1042,1807,3686,3895,3971,1747,1018,0
373,509,512,796,1673,1932,1915,1229,1012,0
422,799,695,1059,3627,4876,4551,1769,945,0
446,723,612,951,3479,4542,4394,1387,722,0
396,757,449,1148,3274,3941,4163,1322,640,0
384,715,491,1289,2646,3064,3316,1416,742,0
463,766,807,1511,2271,2520,2914,2014,1201,0
855,1184,1574,2014,2343,2474,2570,3197,2584,0
892,1282,1511,2117,2624,2821,2928,3383,2692,0
794,1145,1313,1783,2601,2793,2812,2956,2149,0
842,1192,1288,1943,3085,3434,3256,3108,2073,0
749,1033,1049,1608,2843,3015,3232,2758,1868,0
819,1116,1454,1843,2111,2233,2371,3143,2653,0
839,1087,1404,1905,2192,2272,2290,3217,2737,0
