B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
403,712,961,1137,1859,2004,2089,1838,1241,0
876,1027,1268,1508,1971,2048,2269,1912,1583,0
387,720,595,1195,2423,2611,2718,1673,918,0
365,604,424,954,3468,3945,4222,1650,721,0
402,680,508,1146,3929,4403,4635,1739,1055,0
248,580,308,1247,4482,5013,5512,1871,923,0
35,361,484,1170,3119,3252,3659,1168,758,0
254,518,306,1234,3853,4181,4432,1143,572,0
6537,6384,6860,7658,7627,7192,7307,837,833,3
364,728,864,1620,2966,3093,3421,1905,1138,0
450,750,689,1394,3400,3815,4060,1868,1020,0
372,647,495,1003,3570,4366,4575,1619,794,0
367,701,461,1071,3904,4842,5053,1291,582,0
514,833,498,1188,3402,3993,4434,1271,531,0
427,790,604,1284,2390,2692,3227,1480,731,0
538,858,1294,1487,2066,2340,2793,2502,1445,0
846,1270,1688,1919,2534,2739,3034,3051,2238,0
752,1183,1485,1840,2480,2636,2804,2873,2147,0
619,985,1137,1504,2699,3055,3323,2556,1627,0
816,1193,1667,1836,2232,2474,2748,3040,2231,0
660,1002,1374,1445,1935,2217,2302,2480,1755,0
710,1060,1527,1627,2088,2285,2407,2682,2041,0
735,1100,1471,1610,2135,2310,2480,2574,1956,0
