B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
583,889,1194,1399,1653,1738,1952,2441,1909,0
731,562,540,712,864,874,1060,931,604,0
536,802,881,1365,1887,1943,2181,2182,1531,0
518,802,654,1340,3363,3655,4001,2127,1325,0
1352,1706,1651,2278,3674,3864,4253,2889,2225,1
76,329,190,813,2608,2791,3021,826,409,0
0,300,341,1169,3467,3571,4110,1118,670,0
328,611,446,1518,4339,4624,5082,1110,544,0
5943,5741,6242,7373,7456,7146,7090,877,855,3
459,743,851,1525,2697,2735,3210,1923,1258,0
390,664,522,1308,3738,4169,4683,1856,1052,0
337,550,428,1049,3527,4279,4856,1818,1110,0
441,1010,785,1464,4035,4824,5482,1574,895,0
439,822,426,1262,3580,4187,4688,1303,679,0
451,947,717,1547,2543,2789,3340,1375,676,0
638,945,1446,1716,2128,2319,2750,2559,1502,0
748,1031,1135,1642,2670,2884,3192,3112,2120,0
750,1088,1282,1697,2408,2671,2962,3173,2324,0
390,630,583,929,1796,1988,2140,1494,822,0
356,485,375,636,1256,1337,1439,681,375,0
780,1051,1347,1796,2494,2747,3154,3257,2186,0
751,995,1335,1529,1976,2156,2409,3342,2652,0
618,854,1123,1306,1649,1725,1911,2497,1972,0
