B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
971,1393,1734,2059,2774,2938,3159,3135,2427,0
1091,1666,2171,2228,2659,2722,2963,3204,2503,0
864,1432,1803,2006,2405,2505,2811,2854,2261,0
711,1194,1318,1816,2887,2953,3435,2782,2050,0
11026,10369,10210,10444,10001,9496,9622,8198,7440,1
1894,2065,2146,2480,2857,2721,2812,3083,3420,1
3886,3736,3969,5140,6634,6322,6497,951,710,3
393,556,392,1169,2979,3181,3680,1119,612,0
8835,8463,9216,10415,10050,9416,9236,1050,1195,1
641,858,914,1663,3539,3712,4114,1644,932,0
446,735,560,1323,4193,4729,5142,1984,1119,0
315,616,406,963,3863,4777,5120,1461,669,0
274,576,291,985,3984,4995,5281,1158,512,0
404,832,452,1264,3391,4060,4454,1191,527,0
4176,3770,3653,4393,5032,5055,5212,3392,2818,1
685,1000,1521,1754,2297,2545,2941,2392,1379,0
989,1461,2017,2207,2376,2428,2709,3365,2684,0
545,863,1292,1350,1528,1576,1901,1880,1424,0
1026,1511,2012,2112,2425,2562,2901,3294,2548,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
950,1413,1817,2052,2465,2576,2969,3355,2602,0
869,1356,1646,2033,2654,2780,3101,3211,2472,0
874,1321,1681,2040,2506,2633,2886,3302,2607,0
