B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
743,1268,1445,2005,2923,2934,3106,2881,2190,0
107,226,141,345,932,949,941,407,203,2
511,857,624,1417,3791,4047,4065,2032,1059,0
445,731,495,1307,4401,4949,5223,1829,876,0
317,688,532,1256,4379,4972,5111,1826,904,0
311,552,487,1332,4037,4311,4751,1478,813,0
6862,6667,7028,7973,8131,7336,7321,502,516,3
314,663,655,1817,4659,4927,5709,1407,728,0
8501,8333,9143,10158,9835,9208,9066,1396,1515,1
787,1049,1258,2099,3384,3448,3845,1202,754,0
657,943,1021,1858,3633,3961,4282,2540,1795,0
466,792,734,1433,3613,4231,4717,2103,1529,0
329,706,496,1377,3861,4555,4998,1818,1187,0
430,773,437,1249,3051,3524,4067,1425,827,0
375,760,437,1180,2623,2998,3291,1338,675,0
427,723,934,1278,2214,2661,2814,2062,1121,0
860,1265,1582,1868,3043,3376,3438,2976,2087,0
415,720,688,942,1778,1924,1986,1142,673,0
727,1043,1092,1530,3061,3491,3683,2645,1605,0
814,1215,1335,1798,3113,3552,3559,2992,1888,0
861,1239,1699,1830,2348,2628,2724,3099,2364,0
966,1438,1974,2134,2559,2736,2850,3416,2752,0
1109,1617,2181,2233,2542,2536,3004,3498,2943,0
