B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1004,1543,2102,2187,2426,2433,2967,3162,2872,0
1362,1232,1139,1321,1460,1464,1540,1395,1244,1
937,1396,1661,2224,2932,3089,3374,3090,2523,0
659,1014,1059,1592,2786,2942,3504,2315,1756,0
622,1028,1036,1726,2977,3212,3803,2438,1825,0
366,550,542,1175,2204,2226,2881,1425,962,0
5948,5644,5954,6828,6808,6130,5854,443,468,3
582,646,818,1384,1848,1869,1929,1805,1912,0
7616,7395,8057,9134,8778,8199,8075,1041,1151,1
470,754,938,1425,2041,2076,2279,1491,980,0
840,1251,1316,2055,3620,3870,4074,2924,2122,0
511,831,792,1191,3424,4084,4369,1845,1088,0
353,765,567,1026,3456,4433,4826,1363,673,0
1804,2071,2114,2564,3985,4430,4796,2971,1887,1
399,743,523,1097,2584,3159,3481,1311,647,0
498,844,972,1380,2310,2676,3136,1794,1030,0
821,1199,1670,2199,2457,2614,2797,3530,2615,0
864,1309,1757,2069,2450,2566,2825,3184,2565,0
797,1183,1450,1914,2499,2672,3028,3033,2306,0
803,1187,1451,1923,2575,2736,3042,3017,2266,0
783,1109,1276,1748,2392,2590,2948,2916,2187,0
832,1198,1703,1919,2064,2170,2376,3051,2589,0
747,1074,1517,1922,2109,2173,2228,3114,2762,0
