B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
501,933,1176,1384,1754,1808,2003,1844,1450,0
237,333,287,436,724,758,646,318,214,2
604,1014,931,1555,2690,2850,2756,1932,1190,0
432,760,508,1271,3508,3789,4322,1717,950,0
8856,8401,8233,9102,9148,8811,8708,7717,7157,1
201,423,225,1105,3568,3966,4417,1189,565,0
2429,2490,2439,3367,4388,4104,4222,439,411,3
284,514,326,1178,3063,3317,3810,774,375,0
6365,6159,6714,7742,7535,7167,7155,740,869,3
374,665,725,1449,2580,2627,2847,1346,784,0
237,423,437,917,1974,2130,2250,1141,738,0
277,487,344,958,3534,4363,4768,1558,858,0
399,867,726,1436,3328,4001,4664,1700,1040,0
433,763,510,1264,3080,3528,4080,1568,919,0
362,721,474,1174,2431,2758,3225,1344,697,0
349,691,723,1352,2193,2425,2717,1845,1060,0
827,1195,1481,1838,2863,3116,3548,3140,2149,0
490,800,749,1306,2895,3377,3538,2381,1429,0
646,1044,1363,1467,2089,2347,2494,2397,1786,0
908,1272,1510,1759,2741,3227,3417,2570,1836,0
1013,1512,1897,1886,2459,2654,2814,2972,2390,0
992,1583,1977,2017,2491,2676,2907,3108,2534,0
1007,1595,1960,2097,2531,2660,2853,3132,2620,0
