B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
884,1218,1653,1936,2121,2198,2436,3305,2694,0
912,1198,1556,1895,2125,2202,2471,3082,2552,0
804,1085,1344,1723,2195,2250,2484,2710,2161,0
492,816,718,1376,3248,3464,3745,2180,1313,0
6726,6290,6064,6672,6426,6169,6043,5279,4426,1
2861,2941,3130,3637,3901,3706,3732,3586,3959,1
4657,4537,4807,5760,7049,6621,6673,816,660,3
498,698,562,1685,4728,4922,5165,1497,746,0
8735,8272,9068,10257,9853,9208,9039,1013,1149,1
1422,1647,1600,2329,4222,4303,4716,1226,671,1
393,590,408,1123,4204,4860,5185,1665,843,0
296,539,309,922,4231,5339,5660,1605,713,0
362,967,723,1443,4614,5599,5950,1338,654,0
432,803,411,1237,3704,4426,4865,1040,447,0
5474,4873,4928,5422,5828,5823,6059,3304,3094,1
688,1050,1352,1903,2279,2491,3105,2266,1271,0
877,1164,1571,1868,2072,2126,2386,3183,2669,0
1010,1375,1732,2127,2472,2623,2913,3605,2896,0
5022,4850,4947,4914,5065,4933,5018,3857,3113,1
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
601,931,676,1441,3373,3700,4061,2282,1214,0
764,992,1264,1521,1752,1879,2159,2978,2465,0
844,1077,1502,1742,1947,2035,2353,3120,2577,0
