B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
562,892,1127,1401,2072,2170,2321,2346,1768,0
236,299,236,456,865,899,964,523,287,2
452,813,628,1372,2784,2948,3220,1856,1007,0
370,642,397,1065,4080,4573,4898,1660,745,0
1252,1443,1437,2059,3454,3768,3958,2545,1912,0
267,599,326,1376,4813,5231,5592,1520,701,0
0,256,365,1165,3472,3607,3934,1092,683,0
258,547,375,1460,4488,4788,5043,1102,526,0
5500,5414,5874,6740,7036,6733,6833,942,880,3
347,653,719,1417,2717,2836,3243,1729,1028,0
343,605,412,1116,3945,4555,4779,1507,697,0
286,510,295,893,4076,5058,5452,1501,654,0
408,883,696,1302,4185,5112,5453,1377,648,0
386,665,350,1023,3255,3883,4373,994,444,0
285,644,386,1137,2454,2837,3332,1156,549,0
341,624,879,1367,1877,2093,2599,2047,1168,0
722,1064,1441,1661,2094,2261,2546,3019,2504,0
837,1226,1704,1910,2195,2382,2603,3203,2680,0
785,1146,1558,1745,2235,2439,2716,3095,2536,0
1086,1489,1956,2256,2795,3077,3437,3865,3107,0
800,1167,1371,1764,2573,2777,3099,3052,2317,0
511,911,649,1439,3629,4026,4544,2328,1362,0
679,1104,1074,1738,2749,2955,3280,2563,1757,0
