B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
828,1218,1655,1962,2284,2309,2453,2714,2197,0
5423,4868,4608,4959,5011,4826,4783,3303,2543,1
617,975,929,1514,2574,2750,2955,2053,1346,0
386,718,490,1299,3036,3449,3794,1823,1193,0
417,688,431,1321,4012,4630,5207,2096,1241,0
189,416,202,944,4041,4383,5052,1402,701,0
5672,5253,5450,6150,6195,5549,5478,579,581,3
1710,1831,1513,2984,5094,5162,5044,785,578,1
7009,6825,7284,8359,8198,7652,7487,755,862,3
6653,6483,6988,7348,7708,7246,7465,649,614,3
420,713,599,1386,3468,3801,4472,1848,1045,0
278,519,296,910,3914,4873,5170,1535,718,0
312,794,517,1131,4215,5330,5640,1363,634,0
426,721,405,1049,3363,4017,4543,1056,497,0
380,803,459,1168,2747,3193,3861,1103,534,0
456,842,930,1519,2127,2348,2900,1742,967,0
1125,1515,1981,2271,2808,2958,3359,3296,2420,0
907,1327,1628,1928,2425,2559,2839,3010,2186,0
648,1035,1096,1670,2745,2999,3331,2794,1733,0
680,1079,817,1701,3683,4130,4494,2883,1499,0
613,1050,759,1637,3152,3385,4124,2245,1318,0
812,1162,1625,1903,2133,2260,2585,3026,2374,0
914,1277,1743,2077,2271,2339,2517,3288,2748,0
