B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
407,690,920,1085,1260,1280,1361,1423,1092,0
587,622,622,847,1233,1350,1396,1034,767,0
10345,8940,8493,8981,8262,7579,7071,4644,3232,1
511,775,683,1282,2937,3169,3518,1719,1038,0
5683,5280,5093,5403,5353,5174,5262,4478,3743,1
305,551,395,1210,3839,4015,4461,1468,741,0
2652,2575,2629,3626,4724,4405,4426,442,383,3
280,550,413,1305,3386,3579,4120,966,477,0
6798,6607,7248,8042,7931,7403,7634,1073,1145,1
325,593,847,1237,1503,1496,1679,1420,965,0
605,991,1162,1714,2165,2220,2335,2382,1808,0
425,756,672,1272,3269,3648,3933,2002,1214,0
422,976,786,1426,3712,4351,4766,1671,862,0
396,680,393,1075,3187,3813,4281,1162,569,0
306,626,331,1064,2750,3211,3629,1067,503,0
287,727,483,1319,2414,2743,3171,1377,752,0
462,616,791,1105,1651,1830,1995,2304,1718,0
8252,7838,7864,8206,8219,8083,8093,7254,5971,1
613,926,1038,1456,2457,2765,3123,2794,1821,0
391,473,447,735,1329,1503,1533,1300,765,0
717,1053,1375,1525,1845,2000,2174,2454,1927,0
764,1176,1465,1694,2133,2300,2461,2559,1965,0
651,997,1333,1489,1799,1874,2017,2303,1871,0
