B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
789,1214,1646,1939,2276,2328,2514,3107,2290,0
903,1219,1543,1850,2383,2479,2525,2887,1876,0
837,1270,1581,1794,2512,2792,3177,3087,2172,0
640,1116,1053,1615,3078,3414,4019,2757,1832,0
556,1096,1080,1611,3378,3585,3891,2542,1564,0
351,697,648,1511,3602,3983,4586,1809,928,0
7624,7530,8055,8549,8622,7716,8000,651,707,3
0,32,35,280,655,652,748,188,115,2
9026,8899,9631,9897,9641,8901,9669,1130,1266,1
2852,3011,3256,3525,4323,4071,4797,1198,788,3
621,977,1024,1645,3126,3511,3790,2773,1842,0
328,602,395,1010,3830,4601,4881,1704,873,0
304,707,471,1033,3941,4880,5525,1362,615,0
155,252,141,309,977,1132,1169,251,123,2
411,831,446,1236,3114,3559,4066,1168,538,0
432,876,788,1541,2597,2905,3428,1497,811,0
983,1429,1880,2178,2893,3089,3416,3712,2721,0
5237,5072,4966,5350,5663,5768,5780,5385,4351,1
718,1123,1538,1655,2071,2280,2544,3319,2545,0
337,385,440,431,642,734,774,600,372,0
801,1237,1563,1812,2369,2634,2939,3673,2807,0
709,1152,1574,1683,1994,2159,2397,3424,2802,0
732,1135,1568,1770,2067,2205,2410,3117,2266,0
