B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
729,992,1217,1412,1897,1937,1871,1933,1504,0
1221,1193,1105,1333,1993,2100,2293,1733,1392,1
539,816,730,1171,1997,2084,1959,1472,943,0
399,816,478,1316,4264,4590,4645,1816,823,0
1251,1630,1330,2419,5341,5745,6039,2928,1811,0
198,304,213,700,2133,2200,2294,688,433,0
3885,3862,3974,4946,6216,5883,6084,746,569,3
1930,1900,1831,2679,3658,3682,3743,2665,2848,1
8077,7824,8465,9513,9159,8505,8327,1160,1299,1
6013,5736,5915,6686,7520,6986,7089,558,446,3
403,609,537,1338,3520,3773,4004,1503,828,0
363,767,532,1272,3717,4286,4603,1564,913,0
321,642,374,1208,3614,4112,4340,1170,673,0
533,985,592,1496,3078,3415,3769,1285,696,0
1248,1632,1574,2130,2850,3168,3558,1719,1144,1
654,908,1260,1470,2021,2335,2587,2190,1295,0
893,1245,1423,1725,2339,2526,2602,2330,1730,0
8273,8062,8076,8466,8166,7748,7386,6040,4649,1
5581,5355,5273,5516,5970,5990,6273,5347,4264,1
1319,1631,913,2119,4550,4957,4969,2529,1472,1
25,211,43,252,790,912,892,177,68,2
590,1242,607,1925,4605,5012,5429,1931,826,0
570,1053,686,1864,4030,4268,4670,1858,811,0
