B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1046,1686,2166,2591,2932,2946,3278,3611,3154,0
8337,8124,8253,8550,8244,7678,8173,5876,5294,1
730,1179,1292,1932,2838,2989,3163,2678,1915,0
483,875,782,1352,3398,3649,4142,1922,1106,0
492,852,822,1434,3927,4375,4571,1965,1124,0
223,497,338,1033,4229,4846,5327,1302,560,0
5022,4870,5097,5251,5876,5578,6116,397,358,3
300,439,450,1041,2417,2532,2573,1059,949,0
8208,7984,8688,9661,9298,8753,9027,1089,1212,1
398,708,648,1449,3627,3861,4120,1395,713,0
446,697,537,1235,4159,4783,5045,1673,839,0
322,544,348,925,4326,5398,5647,1541,668,0
273,538,338,955,4104,5215,5533,1260,533,0
328,606,310,997,3240,3831,4374,1003,429,0
265,596,359,1046,2603,2996,3437,1026,467,0
304,617,557,1236,2077,2315,2752,1428,816,0
876,1285,1583,2198,2841,2996,3335,3535,2549,0
703,1022,1342,1619,2088,2265,2342,2602,2006,0
628,1067,1235,1685,2677,2932,3273,2754,1888,0
826,1191,1488,1832,2701,2923,3028,2931,2085,0
679,1018,1088,1566,2834,3094,3318,2698,1775,0
787,1125,1621,1807,2011,2102,2291,2994,2570,0
993,1431,1978,2221,2452,2517,2771,3585,3163,0
