B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
619,833,1070,1194,1499,1627,1964,1779,1378,0
549,764,978,1088,1418,1460,1721,1556,1208,0
863,1011,1107,1429,1636,1695,2045,1766,1255,0
2420,2669,2661,3130,3558,3482,3612,2490,2071,1
611,922,967,1432,2037,1969,2214,1812,1384,0
316,639,558,1095,2498,2448,2993,1296,832,0
3857,4213,4581,4650,5066,4696,5194,1136,1030,1
200,523,433,1016,2350,2466,3098,892,532,0
6339,6610,7037,6753,6701,6097,6644,1070,1138,1
450,587,735,1084,1798,1844,2231,1469,1041,0
470,762,588,1126,2824,2896,3484,1482,919,0
718,1108,1086,1429,2741,2747,3540,1767,1115,0
590,1089,829,1377,3286,3570,4541,1503,862,0
454,892,522,1327,2856,3424,4084,1354,721,0
554,1111,696,1578,3032,3527,4090,1514,829,0
540,845,1058,1301,1961,2166,2936,2013,1235,0
672,1053,1035,1514,2391,2841,3429,2459,1480,0
913,1131,1295,1680,2720,3120,3830,2908,1923,0
852,1168,1389,1499,2027,2375,2362,2234,1703,0
577,818,875,1058,1819,2011,2015,1581,1035,0
553,863,813,1203,1891,2196,2492,1718,1093,0
486,860,550,1300,3017,3480,4126,1809,869,0
510,928,624,1289,3332,3762,4152,1767,858,0
