B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
787,1125,1541,1867,2067,2125,2298,2761,2271,0
994,1438,1652,2196,2736,2800,3065,3259,2546,0
871,1276,1467,2070,2773,2887,3113,3042,2282,0
681,1134,1065,1836,3879,4090,4479,2704,1710,0
559,994,700,1694,4437,4784,5074,2415,1349,0
370,706,410,1561,5874,6512,6670,1924,848,0
10049,9793,10377,11327,11293,10127,10107,721,857,3
3485,3592,3447,5103,8101,8302,8374,1394,918,1
11342,11049,11964,12000,12000,11703,11618,1135,1414,1
9790,9464,9883,10859,11047,10161,9982,667,706,3
475,812,727,1653,4156,4620,5093,2148,1178,0
308,557,362,949,4446,5499,5844,1528,667,0
421,1163,918,1668,4802,5907,6278,1553,759,0
472,795,445,1229,3917,4718,5087,1080,493,0
427,848,437,1299,3586,4173,4584,1027,458,0
523,1014,775,1726,3043,3386,3898,1412,722,0
1031,1502,2097,2689,3346,3580,4214,4147,2616,0
853,1210,1481,1983,2682,2862,3337,3503,2474,0
554,916,919,1479,2703,2994,3353,2502,1529,0
12000,12000,12000,12000,11860,10920,11274,6963,5095,1
967,1267,1716,1941,2229,2374,2629,3303,2718,0
931,1292,1576,1939,2538,2672,2886,3135,2476,0
961,1277,1649,1957,2400,2488,2710,3150,2638,0
