B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
536,872,1086,1426,2209,2360,2447,2440,1598,0
2410,2297,1988,2701,3418,3618,3574,2528,2009,1
523,906,788,1382,2419,2605,2927,2287,1389,0
404,708,530,1439,3369,3549,4241,2384,1581,0
954,1186,1128,1778,3525,3786,4326,2491,1818,0
287,532,402,1171,3565,3832,4694,1749,1039,0
5731,5377,5430,6048,6083,5575,5559,369,439,3
1425,1222,1125,1579,2102,2047,2067,542,533,1
9397,8802,9306,10472,10115,9572,9505,7745,7516,1
8222,8005,8355,9269,9173,8469,8337,477,547,3
466,722,608,1346,3237,3593,4012,1948,1093,0
259,486,288,894,3452,4335,4833,1458,707,0
311,895,699,1271,3877,4767,5318,1288,622,0
430,785,375,1097,3362,4133,4620,989,448,0
126,263,149,396,1001,1247,1339,295,166,0
459,908,748,1604,2711,3097,3665,1396,698,0
545,778,1000,1265,1879,2116,2457,1972,1199,0
463,642,789,1108,1592,1790,1979,1995,1296,0
713,1034,1202,1596,2311,2609,3035,2839,1759,0
776,1104,1454,1793,2086,2272,2610,3441,2696,0
903,1179,1564,1812,2237,2418,2770,3488,2694,0
561,948,814,1617,2922,3077,3630,2700,1833,0
663,963,995,1798,2519,2676,3148,3166,2541,0
