B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
596,1096,1590,1794,1951,1955,2039,2322,1968,0
271,399,527,604,646,637,635,500,387,2
696,1125,1388,1845,2043,2112,2124,2323,1811,0
917,1575,1915,2371,2949,2982,3039,3073,2566,0
5984,5553,5446,5827,5982,5696,5738,4855,4346,1
282,658,690,1363,2742,2831,2903,1534,950,0
996,1342,1562,2299,3049,2976,2809,725,608,0
343,644,825,1492,2706,2802,2570,1293,812,0
7781,7732,8613,10085,9883,9355,9295,1109,1296,1
307,698,979,1522,2229,2308,2482,1651,1148,0
897,1499,1848,2288,3375,3559,3662,2704,2190,0
715,1182,1401,1902,3541,3906,4048,2481,1811,0
612,1080,1177,1554,3306,3782,3861,1904,1224,0
671,1087,987,1396,3196,3657,3886,1539,973,0
485,893,749,1331,2491,2762,2961,1329,741,0
619,1133,1173,1680,2545,2750,3250,2112,1348,0
687,1078,1295,1871,2900,3158,3523,3450,2428,0
781,1184,1231,1850,3163,3458,3746,3049,2097,0
754,1157,1623,1818,2168,2336,2525,2685,2126,0
712,772,886,1102,1250,1312,1133,1302,966,0
844,1357,1888,2099,2344,2473,2667,3167,2614,0
917,1466,2034,2298,2580,2677,2799,3365,2860,0
928,1479,1966,2383,2823,2912,3038,3466,2958,0
