B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
572,942,1292,1655,1928,1984,2138,2533,2000,0
642,964,1264,1609,2122,2241,2488,2554,1861,0
672,1002,1229,1587,2214,2309,2455,2487,1873,0
454,702,634,1208,2698,2901,3074,1783,1097,0
411,641,468,1082,2934,3224,3299,1434,791,0
1070,1180,1164,1890,3366,3563,3617,2632,2283,0
0,292,368,1112,3896,4046,4212,1268,703,0
300,521,405,1275,4112,4391,4299,1159,562,0
3450,3576,3933,4835,5741,5606,5528,1042,840,3
473,791,983,1747,3106,3250,3520,2060,1303,0
422,724,715,1379,3231,3639,3810,2013,1285,0
276,558,351,940,3775,4664,4743,1608,815,0
352,735,510,1219,3636,4420,4669,1463,835,0
436,835,528,1287,2932,3423,3797,1423,820,0
389,759,611,1285,2086,2286,2799,1449,822,0
427,683,1019,1402,1890,2108,2614,2323,1408,0
573,907,798,1460,3267,3540,3795,2611,1498,0
469,863,634,1277,3534,4035,4401,2435,1220,0
443,689,612,1104,2894,3363,3707,2274,1200,0
729,999,954,1591,3363,3904,4217,2900,1495,0
663,892,1009,1470,2343,2644,2934,2857,1690,0
714,981,1411,1625,1902,2092,2341,2988,2278,0
767,1018,1466,1715,1908,1998,2203,3092,2474,0
