B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1855,2591,3199,3893,4154,4153,4455,5079,4594,0
1102,1542,1789,2516,3191,3193,3444,3040,2168,0
686,970,881,1397,1980,2052,1927,1569,1062,0
468,804,554,1399,4384,4833,5162,2076,1115,0
425,799,535,1404,4956,5706,5869,2115,1050,0
244,493,233,1087,5223,5876,6066,1662,689,0
4585,4487,4545,5533,6931,6533,6379,647,511,3
3746,3870,4350,5343,5964,5778,5932,5342,5486,1
9091,8660,9314,10529,10173,9473,9267,1169,1300,1
997,1277,1189,2278,4997,5126,5418,1324,640,0
447,705,494,1287,4710,5504,5703,1596,698,0
300,621,333,989,4481,5613,5935,1391,571,0
277,594,337,1025,4322,5377,5675,1167,492,0
394,778,392,1160,3641,4257,4678,943,403,0
388,777,462,1268,2892,3279,3726,1045,477,0
462,858,937,1589,2194,2411,3001,1805,1034,0
1087,1463,1990,2307,2477,2513,2747,3569,3135,0
1311,1840,2335,2836,3230,3321,3608,4209,3563,0
1055,1524,1789,2368,3262,3505,3797,3624,2768,0
952,1396,1401,2265,3944,4260,4553,3380,2250,0
760,1135,962,1720,3836,4155,4569,2727,1600,0
775,1368,982,1711,4530,4942,5243,2476,1362,0
794,1190,1241,1713,4175,4485,4452,2415,1321,0
