B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1487,1699,1796,2283,3249,3380,3666,3165,2602,1
645,779,830,1081,1167,1144,1010,1455,952,0
656,1022,1255,1626,1968,2042,2161,2471,1999,0
461,848,750,1408,2923,3053,3291,2209,1462,0
10089,9377,9195,9621,9213,8794,8736,7648,6723,1
772,726,666,930,1802,1855,1893,1115,816,0
2859,3041,2854,4203,6666,6552,6605,1079,662,3
344,560,344,1421,4707,4952,4981,1329,601,0
8217,7968,8671,9837,9533,8885,8732,1033,1157,1
414,716,688,1632,3886,4047,4286,1546,778,0
400,593,419,1172,4173,4784,4996,1572,782,0
335,781,572,1154,3934,4805,5054,1419,671,0
286,673,378,1092,4027,4924,5185,1141,536,0
478,850,465,1326,3558,4129,4505,1149,519,0
5132,5156,5123,5417,5793,5676,5804,3930,3547,1
673,970,1451,1775,2061,2234,2721,2745,1635,0
744,1062,1489,1731,1898,1952,2167,3012,2541,0
370,665,1034,1114,1263,1450,1797,1884,1762,0
778,1094,1432,1677,1976,2127,2350,2977,2334,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
746,1020,1383,1606,1809,1910,2085,2981,2442,0
797,1130,1571,1787,1949,2038,2190,3104,2611,0
818,1147,1517,1804,2023,2076,2192,3092,2613,0
