B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
666,921,1251,1444,1635,1691,1841,2693,2402,0
10892,9781,9438,10069,9725,9037,9019,6641,5465,1
431,598,681,960,1427,1548,1609,1811,1246,0
563,851,933,1332,2150,2255,2389,2191,1623,0
606,905,860,1431,2713,2940,3150,2307,1553,0
613,943,866,1816,4323,4599,5005,2758,1984,0
84,472,512,1456,3824,3944,4398,1550,967,0
78,135,67,343,1012,1002,1006,159,68,0
1059,1528,1664,3129,4206,4166,4266,1563,1112,0
491,731,839,1545,2709,2843,3237,2012,1255,0
418,678,644,1334,2887,3203,3339,2192,1388,0
292,565,351,993,3899,4649,5164,1614,793,0
331,643,402,1069,3731,4528,4867,1592,780,0
409,702,457,1132,2966,3449,3990,1253,595,0
341,636,629,1218,2475,2897,3257,1678,896,0
450,726,935,1457,2610,2924,3279,2350,1280,0
268,281,244,362,736,788,739,391,234,0
4406,4114,4071,4387,4454,4332,4285,3641,2878,1
510,740,1012,1185,1699,1939,2039,2542,2018,0
334,384,447,496,658,763,808,700,451,2
770,931,1253,1372,1738,1948,2068,2813,2216,0
806,1004,1330,1486,1863,1995,2204,2969,2412,0
805,1013,1355,1596,1887,2014,2255,3168,2637,0
