B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
347,598,648,994,1331,1419,1558,1298,906,0
455,704,757,1244,1867,1904,1891,1600,1092,0
522,831,765,1380,2209,2212,2321,1792,1106,0
678,1019,1002,1796,2899,3023,3218,2038,1466,0
2964,2703,2578,3134,3471,3418,3482,2480,2177,1
329,536,647,1573,2839,2992,3181,1530,939,0
900,1082,1362,1960,2565,2531,2630,597,511,0
180,379,588,1472,2543,2620,2779,1066,589,0
8307,7974,8838,9897,9499,8841,8564,860,1043,1
338,611,826,1351,2144,2194,2339,1672,1126,0
480,748,756,1332,2892,3087,3160,1771,1063,0
399,752,517,1227,3814,4337,4467,1691,914,0
390,827,537,1360,3966,4536,4674,1352,683,0
3306,3249,3099,3302,4320,4634,4865,3543,2352,1
384,914,538,1556,2761,3121,3635,1162,531,0
407,787,995,1481,2103,2409,2807,1935,1144,0
580,847,997,1499,2245,2420,2604,2397,1653,0
531,832,892,1403,2301,2597,2589,2378,1524,0
463,703,731,1250,2174,2355,2658,2186,1408,0
215,248,182,345,693,789,754,365,194,2
440,613,537,1084,2299,2636,2783,1869,1057,0
371,575,465,1077,2442,2817,2815,1808,1002,0
357,573,486,1090,2479,2688,2900,1638,910,0
