B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
749,1183,1673,1922,2230,2274,2489,3029,2515,0
823,1151,1322,1745,2556,2737,3103,2715,1904,0
655,1009,1073,1582,2430,2594,2860,2397,1664,0
487,822,684,1237,3198,3471,4015,1841,1044,0
5705,5518,5548,5884,5993,5808,6104,5222,4546,1
252,620,332,1302,4896,5385,6200,1654,762,0
76,402,312,1046,3353,3493,4075,978,563,0
288,553,391,1305,3951,4190,5067,1009,465,0
4903,4861,5312,5949,6496,6258,6951,960,873,3
422,671,670,1418,2901,2983,3559,1612,935,0
400,683,586,1305,3531,3941,4523,1887,1074,0
283,504,301,879,4376,5538,6102,1642,700,0
443,1195,962,1597,4334,5219,5832,1633,837,0
443,800,478,1197,3334,3950,4510,1512,746,0
358,796,449,1268,2907,3251,3883,1425,694,0
499,849,1153,1576,2382,2657,3223,2222,1226,0
530,793,768,1192,2176,2277,2528,1908,1118,0
689,1121,1250,1761,2975,3331,3762,3087,2005,0
638,994,1005,1514,2909,3182,3690,2690,1619,0
627,1057,794,1556,3521,3900,4368,2444,1222,0
920,1223,1527,1876,2583,2841,3449,3540,2308,0
1002,1292,1859,1981,2398,2598,3042,4124,3095,0
956,1355,1870,2041,2344,2427,2769,3532,2941,0
