B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
914,1379,1660,2258,2851,2912,3220,3348,2794,0
364,411,352,649,1155,1209,1263,693,431,0
598,942,834,1899,3741,3983,4371,2728,1840,0
649,946,889,1581,3503,3805,4306,2241,1620,0
448,844,717,1544,3937,4363,4896,2174,1436,0
320,573,428,1392,4345,4464,4682,1520,725,0
6867,6650,6867,8019,8113,7341,7274,515,558,3
295,705,613,1924,5066,5357,5589,1555,710,0
8670,8280,8882,10034,9723,9087,8956,1204,1338,1
366,666,806,1665,3270,3440,3639,1567,892,0
565,874,850,1520,3770,4188,4270,1970,1123,0
429,788,589,1090,3786,4498,4699,1497,764,0
289,662,414,984,3583,4322,4573,1190,579,0
460,783,472,1128,2754,3161,3596,1085,541,0
418,817,562,1305,2451,2740,3110,1249,666,0
526,819,1049,1625,2134,2289,2704,1950,1155,0
1059,1463,1779,2269,2739,2790,3163,3471,2860,0
1093,1468,1985,2266,2430,2560,2759,3587,3127,0
1223,1583,2139,2321,2543,2647,2890,3629,3006,0
1386,1828,2387,2594,2798,2955,3202,3935,3296,0
1160,1545,2070,2215,2526,2637,2869,3683,3068,0
1375,1808,2315,2523,2763,2854,3168,3882,3385,0
819,1158,1340,1872,2319,2412,2574,2849,2240,0
