B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
520,755,1041,1255,1755,2022,2196,2200,1629,0
387,406,447,551,684,710,700,653,408,2
596,881,1116,1402,1863,1887,2140,2295,1718,0
515,691,712,1136,2195,2418,2733,1859,1223,0
475,785,662,1332,3294,3614,3902,2056,1218,0
432,732,641,1489,3887,4160,4643,2239,1631,0
14,415,501,1300,3457,3574,3988,1371,894,0
181,377,212,916,2797,2962,3269,697,292,0
706,1045,1124,2021,3746,3881,4271,1723,1083,0
453,762,874,1561,2822,2955,3504,1982,1329,0
430,674,650,1295,3441,3884,4191,1936,1206,0
295,543,342,991,3490,4147,4720,1717,1056,0
339,640,445,1068,3636,4448,4718,1407,735,0
373,769,486,1242,3139,3659,4030,1435,781,0
383,741,664,1241,2154,2444,2780,1587,873,0
583,882,1251,1510,2186,2547,2826,2457,1451,0
455,788,587,1341,3263,3619,4067,2601,1493,0
519,687,859,820,1071,1169,1132,1417,848,0
659,880,1166,1351,1898,2165,2341,2591,1890,0
9786,9260,8958,9013,8852,8554,8650,7041,5487,1
731,926,1257,1401,1803,2005,2179,2619,1944,0
709,966,1293,1464,1816,1947,2168,2651,2069,0
678,882,1233,1386,1577,1669,1973,2480,2025,0
