B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
489,662,974,1164,1307,1364,1591,2191,1840,0
371,349,413,534,620,673,747,717,536,2
534,734,881,1170,1464,1529,1735,1996,1538,0
475,644,619,1076,2281,2429,2682,1685,1091,0
432,798,600,1299,3453,3756,4129,1779,962,0
542,806,833,1680,4080,4384,4584,2410,1918,0
159,548,625,1464,4143,4347,4642,1362,863,0
229,450,342,1189,4037,4339,4567,846,350,0
950,1231,1337,2299,4065,4233,4700,1553,957,0
538,779,887,1640,3186,3363,3746,2005,1223,0
377,598,461,1154,3791,4333,4777,1704,920,0
275,533,313,932,4150,5185,5364,1424,654,0
368,737,517,1119,3979,4950,5401,1291,622,0
472,845,517,1325,3611,4297,4773,1223,586,0
444,890,664,1538,2680,2985,3500,1359,677,0
705,1049,1622,1914,2246,2454,3061,2746,1587,0
436,793,460,1375,3988,4454,5010,2222,1051,0
502,864,516,1420,4639,5407,6325,2722,1287,0
619,865,726,1357,3036,3513,4096,2498,1384,0
3213,3050,3280,4007,4895,5278,5661,4954,3556,1
667,830,1116,1262,1430,1595,1832,2395,1848,0
623,793,1110,1279,1422,1497,1724,2373,1900,0
639,771,1037,1239,1353,1419,1618,2277,1899,0
