B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1006,1312,1785,2020,2482,2560,2853,3536,2923,0
667,1032,1020,1636,2632,2801,3079,2722,1887,0
614,943,891,1512,2567,2745,2901,2461,1701,0
537,875,657,1435,3392,3571,3976,2257,1264,0
7622,7188,6987,7499,7241,6961,6837,6060,5239,1
4471,4398,4669,5256,5294,4948,5044,4967,5250,1
4350,4139,4491,5409,6168,5719,5957,852,712,3
662,684,766,1817,3374,3473,3796,1849,1156,0
8208,7899,8645,9247,9007,8349,8659,1080,1190,1
424,637,848,1567,2776,2873,3291,2131,1374,0
520,756,764,1431,3445,3755,4010,2338,1429,0
346,718,493,1150,3815,4555,5048,1707,838,0
341,706,459,1302,3855,4454,4898,1701,846,0
404,722,462,1236,3027,3436,3813,1497,717,0
4660,4059,3870,4351,4885,5015,5354,2762,2596,1
577,911,1135,1625,2394,2616,3115,2530,1443,0
740,980,1239,1521,2094,2236,2446,2837,2197,0
878,1153,1237,1769,2803,3074,3461,3128,2226,0
776,1050,1222,1561,2366,2620,2970,2949,2122,0
-999,-999,-999,-999,-999,-999,-999,-999,-999,1
659,950,970,1436,2318,2552,2929,2747,1852,0
743,944,1225,1443,1846,2017,2309,3015,2341,0
866,1078,1498,1638,1941,2092,2374,3070,2459,0
