B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
526,843,1073,1351,2251,2473,2196,1866,1292,0
1046,1556,2011,2344,2732,2806,3005,3009,2505,0
378,478,579,664,790,893,974,682,496,0
1063,1469,1542,2121,3146,3247,3462,2730,2100,0
8974,8733,8696,9233,9456,9123,9350,8106,7408,1
357,638,406,1299,4176,4531,4733,1581,792,0
5739,5573,5794,6861,7290,6706,6532,515,563,3
353,665,504,1456,4153,4391,4442,1174,587,0
7610,7522,8328,9520,9449,8823,8774,986,1149,1
539,889,1076,1826,2861,2941,3259,1870,1183,0
580,937,945,1595,3393,3693,3899,2101,1318,0
330,629,448,1053,3855,4659,4896,1769,907,0
525,603,398,940,3354,4177,4360,1317,631,0
603,921,594,1372,3513,4191,4599,1441,773,0
397,748,476,1253,2719,3109,3519,1210,599,0
430,822,702,1445,2456,2765,3195,1568,847,0
914,1316,1610,2111,2997,3287,3812,3462,2130,0
704,1091,1122,1764,2986,3304,3685,2913,1793,0
550,871,767,1386,2939,3330,3768,2509,1391,0
282,374,315,531,1081,1262,1207,765,423,0
748,1062,1358,1647,2276,2531,2933,3056,2085,0
698,1026,1106,1551,2690,3011,3336,2788,1799,0
593,912,782,1417,3107,3398,3770,2476,1457,0
