B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
484,749,886,1258,1606,1645,1749,2077,1611,0
412,755,723,1306,2081,2196,2569,1832,1197,0
368,509,358,773,1351,1367,1289,906,512,0
431,756,517,1265,3465,3733,3843,1771,1029,0
327,694,310,1163,4440,4892,4756,1578,634,0
241,616,314,1327,5013,5399,5347,1672,767,0
4645,4582,4715,5467,6311,5919,6043,777,669,3
473,815,514,1694,4937,5126,5146,929,463,0
8362,8155,8834,9969,9655,8986,8921,983,1170,1
2773,3055,3124,4344,5842,5704,5461,777,489,3
1455,1707,1950,2550,3471,3601,3794,3555,2951,0
258,532,275,887,4092,4945,5016,1380,615,0
357,845,592,1247,4281,5173,5377,1306,627,0
386,746,439,1193,3296,3844,4295,1029,470,0
360,799,475,1295,2608,2950,3405,1178,574,0
492,787,1230,1561,1885,2084,2605,2252,1320,0
911,1332,1524,2012,2609,2693,2880,3295,2716,0
599,1056,864,1654,2938,3094,3218,2509,1600,0
868,1215,1579,1791,2173,2336,2558,3122,2626,0
972,1358,1793,1909,2070,2253,2509,3014,2482,0
677,929,1168,1427,1670,1791,1899,2569,1944,0
1260,1754,2136,2484,2841,2934,3178,4070,3499,0
868,1235,1606,1820,2051,2091,2289,3178,2851,0
