B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
453,844,960,1449,1985,2044,2268,1894,1333,0
848,1309,1626,1940,2304,2343,2373,2412,1839,0
1067,1619,1847,2303,2718,2845,3067,3099,2357,0
916,1534,1665,2250,3232,3363,3595,2832,2197,0
8184,7915,7808,8140,8297,7979,8076,7149,6398,1
339,684,492,1466,3806,3913,4261,1324,679,0
5684,5713,6100,7229,7777,7084,6951,366,398,3
357,800,612,1897,4291,4400,4902,1232,648,0
7197,7179,7856,8967,8854,8332,8450,958,1083,1
324,728,886,1605,2451,2479,2694,1658,1066,0
589,899,876,1636,3178,3426,3693,2214,1493,0
345,648,501,1211,3720,4372,4652,1902,1062,0
335,770,503,1204,4174,5154,5587,1409,698,0
432,769,436,1188,3573,4351,4866,1067,527,0
317,719,456,1205,2609,3040,3617,1137,595,0
368,768,687,1362,2171,2470,3079,1517,845,0
714,1186,1281,2069,3001,3185,3576,3008,2069,0
847,1246,1532,1963,2329,2531,2677,3014,2263,0
836,1257,1715,1954,2272,2448,2651,2870,2228,0
803,1196,1642,1847,2041,2196,2318,2813,2216,0
766,1157,1557,1746,2020,2197,2300,2615,2032,0
1009,1541,2003,2290,2573,2673,2829,3264,2683,0
754,1215,1399,1995,2671,2763,2913,2783,2159,0
