B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
705,1120,1535,1844,2104,2185,2396,2956,2413,0
547,822,990,1196,1585,1619,1812,1621,1049,0
663,1040,1174,1520,2254,2435,2932,2359,1704,0
453,883,717,1322,2856,3045,3568,1912,1228,0
534,1039,759,1609,3724,3945,4693,2298,1410,0
244,599,275,1019,2930,2986,3692,1038,427,0
6075,6041,6262,7029,7053,6367,6496,549,608,3
768,1178,927,1871,3940,3990,4911,1134,608,0
9258,9108,10012,10901,10482,9746,9982,1124,1337,1
580,957,1066,2028,3068,3086,3445,1493,894,0
649,1082,1254,1947,3092,3208,3633,2839,2053,0
370,738,578,1370,3743,4203,4650,2149,1314,0
362,679,459,1207,3516,4058,4537,1824,1024,0
432,767,447,1109,2931,3405,3887,1261,586,0
376,785,524,1211,2477,2811,3223,1381,708,0
483,840,1002,1527,2364,2627,2955,2146,1252,0
783,1261,1629,2020,2488,2613,2822,3335,2690,0
845,1423,1702,2159,2834,3022,3194,3334,2374,0
848,1251,1689,1929,2375,2603,2831,3217,2518,0
379,436,430,465,562,582,555,535,287,0
858,1282,1829,1982,2286,2441,2682,3484,2842,0
1030,1533,2076,2331,2679,2806,3031,3852,3204,0
870,1335,1815,2077,2334,2408,2660,3419,2801,0
