B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
814,1230,1597,2001,2317,2416,2634,3109,2556,0
723,832,812,1165,1817,2123,2345,1349,1131,0
929,1446,1713,2144,2672,2791,2907,3212,2504,0
1882,2163,2120,2764,3919,4038,4271,3463,2776,1
616,1052,1012,1684,3013,3163,3242,2284,1508,0
316,690,511,1440,3876,4019,4403,1661,849,0
6802,6547,7110,7784,7810,7119,7499,561,558,3
38,202,211,612,1239,1284,1384,657,587,0
8562,8372,9044,10323,10013,9272,9019,1330,1483,1
630,931,1041,1684,2713,2760,3097,1518,892,0
667,962,886,1431,3034,3132,3249,1740,925,0
367,652,448,1209,3920,4535,5133,1852,1035,0
317,686,460,1141,4027,4855,5194,1410,740,0
431,763,383,1220,3412,4020,4627,1139,563,0
403,817,477,1336,2976,3367,4106,1304,635,0
558,930,1145,1695,2511,2823,3416,2290,1388,0
525,810,870,1492,2219,2360,2746,2672,1939,0
238,341,384,433,527,559,583,537,405,2
872,1244,1646,1942,2300,2443,2755,3434,2698,0
856,1215,1570,1919,2352,2532,2873,3502,2738,0
768,1058,1263,1679,2260,2426,2771,3138,2402,0
682,1008,1046,1620,2781,2948,3347,2860,1992,0
579,917,708,1479,3195,3246,3727,2429,1330,0
