B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
728,1087,1339,1739,2638,2659,2659,2524,1841,0
940,1364,1562,2088,3087,3176,3362,2863,2014,0
833,1283,1372,2027,3090,3255,3464,3072,2234,0
621,1050,925,1742,3372,3479,3983,2614,1826,0
546,972,829,1756,3607,3764,4265,2559,1705,0
407,587,578,1665,3617,3649,4119,1881,1156,0
7673,7456,7922,8962,9051,8165,8198,585,674,3
0,22,51,345,790,801,918,228,123,2
8634,8418,9076,10195,9819,9210,9142,1215,1389,1
676,844,1022,1926,3008,3047,3372,1582,1059,0
586,889,820,1652,3708,3985,4516,2559,1741,0
321,621,390,1113,3790,4390,4930,1787,1035,0
307,659,408,1075,3904,4655,5176,1501,793,0
388,759,396,1159,3265,3901,4376,1204,601,0
363,791,438,1218,2680,3035,3535,1280,673,0
429,770,853,1420,2273,2517,3073,1741,1022,0
954,1328,1679,2053,2623,2753,3116,3309,2555,0
805,1219,1282,1903,2864,3055,3487,3148,2211,0
651,1060,1048,1692,2689,2892,3307,2855,1956,0
248,280,280,305,378,415,446,375,247,2
833,1194,1496,1789,2211,2352,2616,3239,2601,0
779,1149,1286,1800,2671,2829,3169,3139,2384,0
816,1070,1391,1710,1993,2086,2221,2959,2557,0
