B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
642,983,1410,1701,1926,1993,2206,2977,2485,0
643,919,1094,1502,1981,2037,2355,2173,1443,0
538,866,840,1483,2351,2458,2721,2174,1418,0
430,735,507,1268,3989,4382,4725,1903,1025,0
1608,1706,1639,2179,3440,3653,3752,2627,1980,1
271,689,346,1469,5333,5826,6237,1599,704,0
0,310,380,1208,3591,3695,3973,1003,619,0
256,594,359,1607,4771,4948,5227,1027,487,0
7254,7154,8007,9172,8933,8356,8304,1030,1105,1
351,631,756,1416,2448,2478,2741,1738,1041,0
394,682,531,1299,3801,4219,4402,1811,980,0
304,517,300,920,4443,5555,5991,1699,783,0
460,1233,1002,1701,4595,5561,5871,1559,803,0
404,713,360,1118,3637,4317,4712,1021,445,0
356,780,412,1275,2954,3348,3819,1112,505,0
376,728,843,1508,2204,2410,3007,1651,894,0
747,1145,1242,1909,3079,3238,3641,3147,2060,0
648,1070,1172,1854,2949,3195,3510,3138,2070,0
522,917,760,1459,3329,3695,4020,2503,1399,0
413,625,381,870,2270,2527,2636,1206,525,0
773,1058,1174,1887,2848,3101,3656,3314,2058,0
767,1002,1455,1702,1963,2114,2492,3787,2978,0
637,896,1305,1523,1713,1811,1980,2830,2466,0
