B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
859,1344,1754,2093,2546,2594,2759,3100,2560,0
502,545,614,763,1064,1165,1203,913,586,0
780,1180,1421,1879,2540,2600,2612,2810,2081,0
698,1088,1095,1759,3269,3459,3631,2457,1665,0
650,1096,906,1827,4150,4412,4530,2408,1451,0
977,1223,1367,2119,3729,3850,4086,2985,2723,0
0,440,452,1418,3655,3769,4240,1543,998,0
228,564,410,1570,4207,4381,5032,1266,665,0
1884,2021,2404,3576,4802,4770,5496,1583,1209,0
461,773,861,1675,2984,3032,3626,2015,1368,0
488,803,689,1660,3776,4115,4614,2235,1450,0
424,832,702,1627,3834,4318,4719,2251,1647,0
334,674,419,1263,3598,4180,4759,1729,1060,0
455,880,557,1501,3273,3700,4057,1793,1121,0
464,821,774,1413,2337,2556,2931,1828,1082,0
555,909,1129,1659,2740,3046,3518,2615,1530,0
757,1097,841,1507,3094,3398,3719,2442,1389,0
1487,2102,2525,3026,4025,4362,4743,3835,2922,1
452,702,731,1260,2455,2808,3146,2367,1369,0
276,466,543,988,1916,2275,2657,1755,1018,0
597,797,843,1340,2369,2683,3079,2554,1488,0
570,782,851,1507,2350,2602,3050,2971,1898,0
373,404,342,517,708,720,738,343,216,2
