B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
707,1076,1309,1600,2145,2168,2124,2233,1759,0
8768,8031,8010,8467,8161,7618,7520,5042,4345,1
638,987,959,1453,2823,2984,2466,1936,1303,0
495,740,790,1071,3150,3297,3344,1496,967,0
582,978,930,1317,3735,3848,3923,1806,1142,0
234,500,397,932,2996,3558,2764,1380,797,0
5386,5080,5074,5700,5728,5214,5076,519,538,3
3552,3464,3278,3251,4819,4758,4870,773,612,3
6913,6643,7066,7991,7765,7307,7116,721,816,3
2826,3130,2867,5089,5370,5301,5080,911,730,3
455,756,686,1396,3409,3750,3587,1842,1074,0
321,622,460,1001,3563,4091,4328,1567,835,0
273,570,363,1015,3767,4754,4900,1357,637,0
441,713,389,1051,3271,3978,4203,1060,499,0
371,714,440,1233,2853,3345,3600,1146,531,0
416,694,776,1448,2214,2447,2949,1670,911,0
1648,1721,1809,2295,3059,3259,3636,2817,1755,1
715,1011,1350,1787,2276,2443,2719,2960,2107,0
664,1007,1187,1637,2683,2897,3229,2702,1674,0
693,1093,1161,1764,3660,3896,4196,2856,1491,0
659,1063,933,1647,2997,3275,3359,2272,1350,0
618,759,941,974,1025,1058,1156,1309,894,0
884,1266,1651,1824,2103,2220,2413,2941,2414,0
