B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
1070,1722,2354,2756,3102,3102,3306,3837,3365,0
4351,4081,4013,4372,4943,4904,4951,3697,2804,1
863,1445,1596,2155,3359,3479,3841,2909,2159,0
427,679,664,1110,3368,3837,4149,1874,1171,0
466,745,651,1321,4104,4808,5227,2165,1268,0
222,531,327,1153,4846,5562,6057,1566,757,0
5229,5133,5176,6248,7309,6766,6580,598,540,3
752,1021,955,1929,4474,4760,5165,2199,1595,0
9039,8710,9442,10639,10227,9548,9484,1198,1343,1
1270,1544,1491,2358,4455,4561,5178,1255,663,1
437,727,501,1418,4532,5214,5752,1977,1112,0
298,520,343,929,4147,5409,5896,1533,735,0
348,803,615,1320,4028,5066,5739,1537,854,0
427,703,404,1127,3294,3988,4448,1134,592,0
300,637,395,1083,2596,3007,3467,1091,540,0
375,768,844,1443,2111,2362,2835,1696,974,0
735,1177,1543,1941,2705,2826,2983,3022,2226,0
607,1082,1121,1665,3221,3508,3602,2572,1614,0
745,1159,1646,1836,2143,2283,2432,2922,2355,0
823,1257,1812,1999,2301,2471,2586,3032,2399,0
928,1411,2016,2258,2534,2683,2810,3594,3009,0
964,1527,2116,2406,2809,2926,3072,3631,3015,0
837,1378,1605,2162,3079,3160,3422,3205,2471,0
