B1,B2,B3,B4,B5,B6,B7,B8,B9,Flag
416,614,873,1073,1150,1228,1384,2094,1757,0
7838,7169,6993,7522,7535,7158,7342,6227,5544,1
525,667,852,1073,1213,1301,1447,2010,1618,0
429,608,762,1048,1529,1624,1788,1752,1324,0
984,1181,1128,1575,2540,2635,2988,2230,1505,0
354,689,520,1405,4090,4416,4979,1855,1039,0
0,353,430,1199,3103,3171,3533,1255,798,0
24,105,72,327,927,912,968,149,65,0
415,768,847,1707,3127,3228,3724,1603,1100,0
493,804,852,1548,2888,2985,3592,2024,1394,0
383,665,600,1237,3115,3495,3864,1954,1271,0
300,515,309,904,3717,4610,5142,1575,778,0
344,605,393,1040,3678,4523,5022,1385,677,0
370,719,448,1168,2891,3348,3725,1210,621,0
406,781,548,1278,2286,2575,3086,1268,686,0
508,780,1084,1463,1993,2223,2685,2147,1293,0
678,911,1261,1469,1675,1772,1970,2692,2148,0
10006,9407,9348,9725,9428,9070,9276,7369,6263,1
1051,1227,1383,1623,2196,2407,2698,2479,1678,0
7250,6245,5316,5942,5865,5611,5320,5029,3899,1
754,942,1126,1337,1835,2005,2312,2539,1826,0
688,863,1163,1283,1403,1507,1728,2533,2057,0
676,846,1134,1287,1420,1494,1684,2462,2024,0
